http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=5118&quar=4&page=&an=2008-2009,"Canada School of Public Service",PLANOVATION,6013111,2009-03-31,"OTHER PROFESSIONAL SERVICES","2009-03-31 to 2009-04-22",2009-04-22,20550.00,
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=5168&quar=4&page=&an=2008-2009,"Canada School of Public Service","THE AIM GROUP INC.",7004399,2009-03-31,"TEMPORARY HELP SERVICES","2009-03-31 to 2009-08-21",2009-08-21,21169.10,
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=4935&quar=4&page=&an=2008-2009,"Canada School of Public Service","BARBARA PERSONNEL INC.",7003911,2009-03-31,"TEMPORARY HELP SERVICES","2008-05-12 to 2009-08-31",2009-08-31,62419.90,"Amendment (s) 19,422.02"
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=4981&quar=4&page=&an=2008-2009,"Canada School of Public Service","DARE HUMAN RESOURCES CORPORATION",7004332,2009-03-31,"TEMPORARY HELP SERVICES","2009-02-19 to 2009-08-31",2009-08-31,26818.32,"Amendment (s) 21,030.19"
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=4979&quar=4&page=&an=2008-2009,"Canada School of Public Service","DARE HUMAN RESOURCES CORPORATION",7004286,2009-03-31,"TEMPORARY HELP SERVICES","2009-01-20 to 2009-08-31",2009-08-31,39060.01,"Amendment (s) 26,609.63"
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=5125&quar=4&page=&an=2008-2009,"Canada School of Public Service","QMR STAFFING SOLUTIONS INC.",7004257,2009-03-30,"TEMPORARY HELP SERVICES","2009-01-06 to 2009-05-29",2009-05-29,65724.75,"Amendment (s) 23,751.00"
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=5129&quar=4&page=&an=2008-2009,"Canada School of Public Service","REDGATE SOFTWARE LTD.",8023418,2009-03-27,"COMPUTER SOFTWARE","2009-03-27 to 2009-03-31",2009-03-31,13987.12,
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=5155&quar=4&page=&an=2008-2009,"Canada School of Public Service","STEELCASE CANADA LTD.",8023416,2009-03-27,"OFFICE FURNITURE AND FURNISHINGS","2009-03-27 to 2009-03-31",2009-03-31,24945.20,
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=5169&quar=4&page=&an=2008-2009,"Canada School of Public Service","THE ASSOCIATES GROUP OF COMPANIES",7003975,2009-03-26,"TEMPORARY HELP SERVICES","2008-06-16 to 2009-08-21",2009-08-21,52045.78,"Amendment (s) 34,697.15"
http://www.csps-efpc.gc.ca/pdi/cont/code-eng.asp?id=4922&quar=4&page=&an=2008-2009,"Canada School of Public Service","3056058 CA INC. (C.L.A. PERSONNEL)",7004220,2009-03-26,"TEMPORARY HELP SERVICES","2008-12-01 to 2009-06-26",2009-06-26,30930.90,"Amendment (s) 13,513.50"
