http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45175857&CntrctQrt=Q1-2011,"Canadian Heritage","ST. JOSEPH PRINT GROUP INC",45175857,2006-04-01,"Rental of Industrial and Commercial Buildings","2006-04-01 to 2011-09-30",,785987.35,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45275473&CntrctQrt=Q1-2011,"Canadian Heritage","EBSCO CANADA LTD",45275473,2010-04-01,"Data Communications Services (Including All Non&ndash;voice Telecommunications Services)","2010-04-01 to 2012-03-31",,214311.73,"This contract was a result of an advance contract award notice"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45278146&CntrctQrt=Q1-2011,"Canadian Heritage","White Glove Transportation",45278146,2010-04-21,"Rental of Industrial and Commercial Buildings","2010-04-21 to 2012-03-31",,67432.13,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45281314&CntrctQrt=Q1-2011,"Canadian Heritage","Hill Strategies Research Inc.",45281314,2010-08-16,"Other Professional Services not Elsewhere Specified","2010-08-16 to 2012-03-31",,130200.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45285579&CntrctQrt=Q1-2011,"Canadian Heritage","A.R.C. Accounts Recovery",45285579,2010-09-03,"Collection Agency Fees and Charges","2010-09-03 to 2013-03-31",,34389.87,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45291096&CntrctQrt=Q1-2011,"Canadian Heritage","EXCEL HR",45291096,2010-12-20,"Temporary Help Services","2010-12-20 to 2011-07-06",,11831.19,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45292248&CntrctQrt=Q1-2011,"Canadian Heritage","FMC Professionals Inc.",45292248,2011-01-20,"Temporary Help Services","2011-01-20 to 2011-06-30",,28586.26,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45293666&CntrctQrt=Q1-2011,"Canadian Heritage","KONICA MINOLTA BUSINESS SOLUTIONS",45293666,2011-04-01,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-04-01 to 2014-03-31",,31418.10,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45294442&CntrctQrt=Q1-2011,"Canadian Heritage","XEROX CANADA LTD.",45294442,2011-03-01,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-03-01 to 2016-03-31",,11865.99,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45296310&CntrctQrt=Q1-2011,"Canadian Heritage","Knowledge Circle Learning Services",45296310,2011-05-03,"Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-05-03 to 2011-07-07",,12578.56,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45296599&CntrctQrt=Q1-2011,"Canadian Heritage","CNW Group",45296599,2011-04-01,"Communications Research Services","2011-04-01 to 2012-03-31",,24408.00,"This contract was sole-sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45297205&CntrctQrt=Q1-2011,"Canadian Heritage","Dare Human Resources Corporation",45297205,2011-04-04,"Management Consulting","2011-04-04 to 2011-07-30",,20947.50,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45297692&CntrctQrt=Q1-2011,"Canadian Heritage","Piranha Communications",45297692,2011-04-04,"Translation Services","2011-04-04 to 2012-03-31",,10500.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45297696&CntrctQrt=Q1-2011,"Canadian Heritage","COMMUNICATION IN EXTENSO",45297696,2011-04-04,"Translation Services","2011-04-04 to 2012-03-30",,42000.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45297703&CntrctQrt=Q1-2011,"Canadian Heritage","Les Traductions Atout",45297703,2011-04-04,"Translation Services","2011-04-04 to 2012-03-31",,15750.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45297707&CntrctQrt=Q1-2011,"Canadian Heritage","HART, WILLIAM",45297707,2011-04-04,"Translation Services","2011-04-04 to 2012-03-31",,21000.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45298026&CntrctQrt=Q1-2011,"Canadian Heritage","LYRECO (CANADA) INC.",45298026,2011-04-13,"Office and Stationers Supplies","2011-04-13 to 2012-03-31",,10237.50,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45298173&CntrctQrt=Q1-2011,"Canadian Heritage","EXCEL HR",45298173,2011-04-19,"Temporary Help Services","2011-04-19 to 2011-09-02",,11186.52,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45298675&CntrctQrt=Q1-2011,"Canadian Heritage","Asbell Sport Management",45298675,2011-05-05,"Other Professional Services not Elsewhere Specified","2011-05-05 to 2011-05-26",,20205.00,"This contract was sole-sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45298752&CntrctQrt=Q1-2011,"Canadian Heritage","Fast Forward French",45298752,2011-05-02,"Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-05-02 to 2011-08-26",,17640.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299030&CntrctQrt=Q1-2011,"Canadian Heritage","The Centre for Excellence in Communication",45299030,2011-05-06,"Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-05-06 to 2011-05-11",,13020.00,"This contract was sole-sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299171&CntrctQrt=Q1-2011,"Canadian Heritage","Adirondack Information",45299171,2011-05-12,"Temporary Help Services","2011-05-12 to 2011-08-12",,19743.58,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299244&CntrctQrt=Q1-2011,"Canadian Heritage","VERITAAQ TECHNOLOGY HOUSE INC",45299244,2011-05-10,"Information Technology Consultants","2011-05-10 to 2011-12-31",,88200.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299307&CntrctQrt=Q1-2011,"Canadian Heritage","KWA PARTNERS OTTAWA",45299307,2011-05-17,"Management Consulting","2011-05-17 to 2011-11-16",,11550.00,"This contract was sole-sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299366&CntrctQrt=Q1-2011,"Canadian Heritage","Excellium Technologies Inc.",45299366,2011-05-11,"Communications Professional Services not Elsewhere Specified","2011-05-11 to 2011-07-15",,104422.50,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299374&CntrctQrt=Q1-2011,"Canadian Heritage","Nielsen Media Research Ltd",45299374,2011-05-16,"Data Communications Services (Including All Non&ndash;voice Telecommunications Services)","2011-05-16 to 2014-03-31",,130443.60,"This contract was a result of an advance contract award notice"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299512&CntrctQrt=Q1-2011,"Canadian Heritage","National Printers",45299512,2011-05-17,"Printing Services","2011-05-17 to 2011-06-23",,26481.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299534&CntrctQrt=Q1-2011,"Canadian Heritage","TRADUCTIONS HOULE INC.",45299534,2011-05-19,"Translation Services","2011-05-19 to 2011-07-04",,16527.15,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299541&CntrctQrt=Q1-2011,"Canadian Heritage","THE COMMISSIONAIRES",45299541,2011-05-16,"Protection Services","2011-05-16 to 2012-03-31",,168773.60,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45299982&CntrctQrt=Q1-2011,"Canadian Heritage","GLIPNET CONSULTING INC.",45299982,2011-05-25,"Information Technology Consultants","2011-05-25 to 2011-08-31",,23100.00,"This contract was sole-sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45300064&CntrctQrt=Q1-2011,"Canadian Heritage","Xerox Canada Ltd.",45300064,2011-06-01,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-06-01 to 2016-06-30",,19644.80,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45300100&CntrctQrt=Q1-2011,"Canadian Heritage","Wills Transfer Ltd.",45300100,2011-05-27,"Rental of Industrial and Commercial Buildings","2011-05-27 to 2012-03-30",,26775.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45300120&CntrctQrt=Q1-2011,"Canadian Heritage","Xerox Canada Ltd.",45300120,2011-05-27,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-05-27 to 2016-03-31",,30811.72,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45300185&CntrctQrt=Q1-2011,"Canadian Heritage","Xerox Canada Ltd.",45300185,2011-06-01,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-06-01 to 2016-06-30",,25679.36,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45300267&CntrctQrt=Q1-2011,"Canadian Heritage","SERVICES IMPRIMERIES AKINA PRINTING",45300267,2011-06-02,"Printing Services","2011-06-02 to 2011-06-13",,19163.67,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45300762&CntrctQrt=Q1-2011,"Canadian Heritage","Bruker Axs, Inc.",45300762,2011-06-09,"Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","2011-06-09 to 2011-07-01",,19000.09,"This contract was sole-sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45300789&CntrctQrt=Q1-2011,"Canadian Heritage","MaxSys Staffing and Consulting",45300789,2011-06-14,"Temporary Help Services","2011-06-14 to 2011-07-05",,14700.26,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301112&CntrctQrt=Q1-2011,"Canadian Heritage","Express Logistic Tours Mexico",45301112,2011-06-16,"Rental of Motor and Other Vehicles","2011-06-16 to 2011-11-22",,25811.30,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301142&CntrctQrt=Q1-2011,"Canadian Heritage","DENIS DREVER PHOTOGRAPHER",45301142,2011-06-17,"Audio&ndash;visual Services","2011-06-17 to 2011-07-30",,19235.52,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301160&CntrctQrt=Q1-2011,"Canadian Heritage","Purple Forge Corporation",45301160,2011-06-17,"Telecommunications Consultants","2011-06-17 to 2011-07-31",,24150.00,"This contract was sole-sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301403&CntrctQrt=Q1-2011,"Canadian Heritage","ArTemp Personnel Services Inc.",45301403,2011-06-22,"Other Professional Services not Elsewhere Specified","2011-06-22 to 2011-09-30",,10153.05,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301496&CntrctQrt=Q1-2011,"Canadian Heritage","Groupe Conseil Baastel Lt&eacute;e (Le)",45301496,2011-06-22,"Translation Services","2011-06-22 to 2011-09-30",,23625.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301543&CntrctQrt=Q1-2011,"Canadian Heritage","WHATIF? TECHNOLOGIES INC.",45301543,2011-06-27,"Information Technology Consultants","2011-06-27 to 2011-09-30",,23016.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301776&CntrctQrt=Q1-2011,"Canadian Heritage","McAfee International B.V.",45301776,2011-06-28,"Computer Equipment Parts","2011-06-28 to 2011-07-08",,14816.64,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301806&CntrctQrt=Q1-2011,"Canadian Heritage","PASSEZ GO COMMUNICATIONS",45301806,2011-06-29,"Communications Professional Services not Elsewhere Specified","2011-06-29 to 2012-03-31",,10631.25,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301807&CntrctQrt=Q1-2011,"Canadian Heritage","Christine Moisan Communications",45301807,2011-06-29,"Communications Professional Services not Elsewhere Specified","2011-06-29 to 2012-03-31",,20750.63,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301906&CntrctQrt=Q1-2011,"Canadian Heritage","SOFTCHOICE CORPORATION",45301906,2011-06-30,"Computer Equipment &ndash; Hardware and Software","2011-06-30 to 2011-07-08",,13710.44,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=45301932&CntrctQrt=Q1-2011,"Canadian Heritage","The Conference Board of Canada",45301932,2011-04-01,"Data Communications Services (Including All Non&ndash;voice Telecommunications Services)","2011-04-01 to 2012-03-31",,38875.00,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=2010072801&CntrctQrt=Q1-2011,"Canadian Heritage","General Motors of Canada Ltd.",2010072801,2011-06-15,"Road Motor Vehicles","2011-06-15 to 2011-06-24",,14831.25,"This contract was competitively sourced"
http://www.pch.gc.ca/pc-ch/dp-pd/cntrct/detl-eng.cfm?CntrctRefNo=2010076601&CntrctQrt=Q1-2011,"Canadian Heritage","MSLI, Microsoft Licensing, GP",2010076601,2011-04-01,"Computer Equipment &ndash; Hardware and Software","2011-04-01 to 2014-03-31",,1344544.23,"This contract was competitively sourced"
