http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5612,"Department of Justice Canada","Ams Imaging (1998) Inc.",4500097435,2010-06-30,"0819 Non Professional Personal Service Contracts","2010-06-30 to 2010-12-31",,16531.90,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5732,"Department of Justice Canada","Sudden Technologies",4500097463,2010-06-30,"1227 Computer Equipment-Small Desktop/personal/portable","2010-06-30 to 2010-08-01",,19343.34,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5721,"Department of Justice Canada","Robert Half Canada Inc.",4500097356,2010-06-29,"0813 Temporary Help Services","2010-06-29 to 2010-10-29",,13551.77,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5661,"Department of Justice Canada","Ference Weicker &amp; Company Ltd.",4500097154,2010-06-28,"0401 Accounting &amp; Audit Services","2010-06-28 to 2010-10-31",,120645.00,
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5574,"Department of Justice Canada","Advanced Business Interiors",4500097332,2010-06-24,"1231 Office Furniture &amp; Furnishings, Including Parts","2010-06-24 to 2010-08-20",,15029.96,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5697,"Department of Justice Canada","Malatest &amp; Associates Ltd.",4500097229,2010-06-24,"0492 Research Contracts","2010-06-24 to 2012-12-31",,70592.00,
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5718,"Department of Justice Canada",Quantum,4500097303,2010-06-24,"0813 Temporary Help Services","2010-06-24 to 2011-03-31",,20719.84,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5603,"Department of Justice Canada","Ams Imaging (1998) Inc.",4500097043,2010-06-23,"0819 Non Professional Personal Service Contracts","2010-06-23 to 2010-09-30",,30093.00,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5687,"Department of Justice Canada","Knoll North America Corp.",4500097289,2010-06-23,"1231 Office Furniture &amp; Furnishings, Including Parts","2010-06-23 to 2010-08-04",,11115.81,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5598,"Department of Justice Canada","Ams Imaging (1998) Inc.",4500097227,2010-06-21,"0819 Non Professional Personal Service Contracts","2010-06-21 to 2010-09-30",,64638.00,"This Contract Is A Call-Up Against A Public Works And Government Services Canada Procurement Tool."
http://canada.justice.gc.ca/eng/dept-min/pd-dp/contra/details.asp?yr=2010&q=1&c=5684,"Department of Justice Canada","Janzen, Wendy",4500097148,2010-06-21,"0451 Health Services Not Elsewhere Specified","2010-06-21 to 2012-06-29",,63000.00,
