http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081001_01_e.asp,"Privacy Commissioner of Canada","Spherion Corporation",2R008-08-0002,2008-10-01,"0472 Information Technology Consultants","2008-10-06 to 2008-12-31",,16261.88,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081002_e.asp,"Privacy Commissioner of Canada","Freebalance Inc.",2R008-08-0006,2008-10-02,"0446 Training Consultants","2008-10-02 to 2008-10-31",,24990.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081007_e.asp,"Privacy Commissioner of Canada","PHL Monarch Connection Inc.",2R008-08-0010,2008-10-07,"0472 Information Technology Consultants","2008-10-07 to 2009-09-30",,24097.50,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081009_e.asp,"Privacy Commissioner of Canada","Lannick Contract",2R008-08-0013,2008-10-09,"0499 Other professional services not otherwise specified","2008-10-09 to 2008-12-31",,31224.38,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081027_e.asp,"Privacy Commissioner of Canada","Programmer&#39;s Paradise",2R008-08-0022,2008-10-27,"1222 Software",2008-11-07,,14701.97,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081029_02_e.asp,"Privacy Commissioner of Canada","Lannick Contract",2R008-08-0025,2008-10-29,"0499 Other professional services not otherwise specified","2008-11-05 to 2008-12-31",,24150.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081029_03_e.asp,"Privacy Commissioner of Canada","Breckenhill Inc.",2R008-08-0026,2008-10-29,"0499 Other professional services not otherwise specified","2008-11-03 to 2009-03-31",,52880.63,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081029_04_e.asp,"Privacy Commissioner of Canada","Breckenhill Inc.",2R008-08-0027,2008-10-29,"0499 Other professional services not otherwise specified","2008-11-03 to 2009-03-31",,42525.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081029_05_e.asp,"Privacy Commissioner of Canada","Deborah Frances and Associates Inc.",2R008-08-0028,2008-10-29,"0499 Other professional services not otherwise specified","2008-11-03 to 2009-03-31",,63840.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081029_06_e.asp,"Privacy Commissioner of Canada","Breckenhill Inc.",2R008-08-0029,2008-10-29,"0499 Other professional services not otherwise specified","2008-11-03 to 2009-03-31",,23428.13,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081029_07_e.asp,"Privacy Commissioner of Canada","Anthony Barbaro",2R008-08-0030,2008-10-29,"0499 Other professional services not otherwise specified","2008-11-03 to 2009-03-31",,37800.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081031_e.asp,"Privacy Commissioner of Canada","Dell Canada Inc.",2R008-08-0031,2008-10-31,"1227 Computer Equipment - Small",2008-11-15,,24620.40,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081105_e.asp,"Privacy Commissioner of Canada","Samson &amp; Associates",2R008-08-0035,2008-11-05,"0401 Accounting and Audit Services","2008-11-05 to 2009-03-31",,24990.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081107_01_e.asp,"Privacy Commissioner of Canada",Softchoice,2R008-08-0037,2008-11-07,"1222 Software",2008-11-07,,23940.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081107_02_e.asp,"Privacy Commissioner of Canada","D.M. Rogers Consulting",2R008-08-0038,2008-11-07,"0227 Other Communications Services","2008-11-07 to 2009-04-30",,15750.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081112_e.asp,"Privacy Commissioner of Canada","Centre for Public Management Inc.",2R008-08-0040,2008-11-12,"0499 Other professional services not otherwise specified","2008-11-12 to 2008-12-31",,21000.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081114_e.asp,"Privacy Commissioner of Canada",Allstream,2R008-08-0043,2008-11-14,"0813 Temp Help Services","2008-11-21 to 2009-03-31",,57751.31,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081118_e.asp,"Privacy Commissioner of Canada","Azur Human Resources",2R008-08-0042,2008-11-18,"0813 Temp Help Services","2009-01-05 to 2009-03-31",,62998.43,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081119_01_e.asp,"Privacy Commissioner of Canada","Jennifer Barrigar",2R008-08-0047,2008-11-19,"0499 Other professional services not otherwise specified","2008-11-10 to 2009-01-30",,15750.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081119_02_e.asp,"Privacy Commissioner of Canada","Knowledge Circle",2R008-08-0048,2008-11-19,"0446 Training Consultants","2008-11-19 to 2009-08-31",,21795.55,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081125_e.asp,"Privacy Commissioner of Canada","Murray Management Consulting",2R008-08-0055,2008-11-25,"0499 Other professional services not otherwise specified","2008-11-26 to 2009-03-31",,24990.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081126_01_e.asp,"Privacy Commissioner of Canada","Digital Evidence International Inc.",2R008-08-0061,2008-11-26,"0499 Other professional services not otherwise specified","2008-11-27 to 2009-03-31",,13314.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081126_02_e.asp,"Privacy Commissioner of Canada",Softchoice,2R008-08-0057,2008-11-26,"1227 Computer Equipment - Small",2008-12-05,,24948.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081126_03_e.asp,"Privacy Commissioner of Canada","Action Personnel","2R008-08-004 A-2",2008-11-26,"0813 Temp Help Services","2008-12-22 to 2009-03-31",,15839.39,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081128_01_e.asp,"Privacy Commissioner of Canada","David Aplin and Associates",2R008-08-0066,2008-11-28,"0813 Temp Help Services","2008-12-01 to 2009-03-31",,74225.66,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081128_02_e.asp,"Privacy Commissioner of Canada","Conexsys Communications Limited",2R008-08-0067,2008-11-28,"1222 Software",2008-12-05,,26066.25,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081128_03_e.asp,"Privacy Commissioner of Canada","FreeBalance Inc.",2R008-08-0068,2008-11-28,"0401 Accounting and Audit Services","2008-12-01 to 2009-09-30",,66150.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081203_01_e.asp,"Privacy Commissioner of Canada","R &amp; D Creative",2R008-08-0069,2008-12-03,"0332 Audio-visual Services","2008-12-08 to 2009-02-27",,10070.55,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081203_03_e.asp,"Privacy Commissioner of Canada","Decima Research",2R008-08-0049,2008-12-03,"0499 Other professional services not otherwise specified","2008-12-03 to 2009-03-31",,49347.31,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081204_e.asp,"Privacy Commissioner of Canada","Lannick Contract","2R008-08-0025 A-1",2008-12-04,"0499 Other professional services not otherwise specified","2008-11-05 to 2008-12-31",,12075.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081208_e.asp,"Privacy Commissioner of Canada","Benard + Associates Inc.",2R008-08-0070,2008-12-08,"0446 Training Consultants","2008-12-09 to 2009-02-27",,14280.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081208_02_e.asp,"Privacy Commissioner of Canada","Linda Janzen","2008-SC024 A-1",2008-12-08,"0499 Other professional services not otherwise specified","2009-01-01 to 2009-03-31",,20160.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081208_03_e.asp,"Privacy Commissioner of Canada","Ghislain St-Jacques","2007-SC048 A-3",2008-12-08,"0499 Other professional services not otherwise specified","2009-01-01 to 2009-03-31",,24570.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081217_01_e.asp,"Privacy Commissioner of Canada","Conexsys Communications Limited",2R008-08-0083,2008-12-17,"1226 Computer Equipment - large/medium",2008-12-31,,10700.70,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081217_03_e.asp,"Privacy Commissioner of Canada","David Aplin and Associates",2R008-08-0086,2008-12-17,"0813 Temp Help Services","2009-01-05 to 2009-03-31",,57613.50,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081219_e.asp,"Privacy Commissioner of Canada","Lannick Contract","2R008-08-0013 A-1",2008-12-19,"0499 Other professional services not otherwise specified","2008-10-09 to 2009-03-31",,15356.25,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081230_01_e.asp,"Privacy Commissioner of Canada","Knowledge Circle",2R008-08-0094,2008-12-30,"0446 Training Consultants","2008-12-24 to 2009-02-27",,11451.72,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081230_02_e.asp,"Privacy Commissioner of Canada","Centre Linguistique du College de Jonqui&egrave;re",2R008-08-0095,2008-12-30,"0446 Training Consultants","2009-01-05 to 2009-02-27",,12600.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081230_03_e.asp,"Privacy Commissioner of Canada","Global Upholstery Co. Inc.",2R008-08-0102,2008-12-30,"1231 Office Furniture and Furnishings, including parts",2009-02-28,,14293.13,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081230_04_e.asp,"Privacy Commissioner of Canada",Softchoice,2R008-08-0103,2008-12-30,"1229 Computer Equipment Parts",2009-01-15,,14259.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081231_01_e.asp,"Privacy Commissioner of Canada","Howard Consulting",2R008-08-0104,2008-12-31,"0499 Other professional services not otherwise specified","2008-12-31 to 2009-04-01",,17116.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/081231_02_e.asp,"Privacy Commissioner of Canada","McArthur Consulting Group",2R008-08-0105,2008-12-31,"0499 Other professional services not otherwise specified","2009-01-05 to 2009-03-31",,12600.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080703_01_e.asp,"Privacy Commissioner of Canada","Innovus Corporation",2008-SC020,2008-07-03,"0472 Information Technology Consultants","2008-07-04 to 2009-03-31",,24150.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080703_02_e.asp,"Privacy Commissioner of Canada","Combat Networks Inc.",2008-SC019,2008-07-03,"0472 Information Technology Consultants","2008-07-04 to 2008-08-31",,24412.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080703_03_e.asp,"Privacy Commissioner of Canada","CMS HR Consultants Inc.",2008-CU027,2008-07-03,"0491 Management consulting","2008-07-03 to 2008-10-03",,24086.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080703_04_e.asp,"Privacy Commissioner of Canada","Softchoice Corporation",2R008-08-1019,2008-07-03,"1228 Software",2008-07-15,,17557.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080704_01_e.asp,"Privacy Commissioner of Canada","Marc Carri&egrave;re, HR Consultants Inc.",2008-SC022,2008-07-04,"0491 Management consulting","2008-07-04 to 2008-08-30",,21000.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080704_02_e.asp,"Privacy Commissioner of Canada","Ian Kerr",2008-SC014,2008-07-04,"0499 Other professional services not otherwise specified","2008-07-03 to 2009-06-30",,24000.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080707_e.asp,"Privacy Commissioner of Canada","Samson &amp; Associates",2008-CU028,2008-07-07,"0813 Temp Help Services","2008-07-08 to 2008-09-19",,45911.00,
http://www.privcom.gc.ca/pd-dp/c-c/2008-09/080709_e.asp,"Privacy Commissioner of Canada","Media Awareness Network",2008-SC023,2008-07-09,"0446 Training Consultants","2008-07-09 to 2008-08-22",,10500.00,
