http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=179,"Canada Industrial Relations Board","JOHN MCKENNIREY",2A001-NHQ-10-CO007,2010-06-29,"0499 - Other Professional Services not Elsewhere Specified","2010-6-7 to 2011-3-31",,22123.89,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=181,"Canada Industrial Relations Board","7535341 CANADA INC.",2A001-NHQ-10-C003,2010-06-21,"0499 - Other Professional Services not Elsewhere Specified","2010-5-7 to 2010-9-30",,23809.52,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=185,"Canada Industrial Relations Board","XEROX CANADA",2A00109158,2010-06-09,"0321/0533 - Printing Services/Rental of Photocopier","2010-4-15 to 2015-4-14",,35626.80,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=186,"Canada Industrial Relations Board","XEROX CANADA",2A00109160,2010-06-09,"0321/0533 - Printing Services/Rental of Photocopier","2010-4-15 to 2015-4-14",,41760.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=187,"Canada Industrial Relations Board","XEROX CANADA",2A00109161,2010-06-09,"0321/0533 - Printing Services/Rental of Photocopier","2010-4-14 to 2015-4-13",,33612.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=188,"Canada Industrial Relations Board","XEROX CANADA",2A00110003,2010-06-09,"0321/0533 - Printing Services/Rental of Photocopier","2010-5-25 to 2015-5-24",,16636.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=180,"Canada Industrial Relations Board","C.B.-Z MANAGEMENT CONSULTANT AND SERVICES",2A00110SO007,2010-06-02,"0499 - Other Professional Services not Elsewhere Specified","2010-6-1 to 2011-3-31",,10350.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=182,"Canada Industrial Relations Board","COGNOS INC.",2A0019C021,2010-05-03,"0670 - Computer Equipment - Hardware and Software","2010-4-1 to 2011-3-30",,17855.68,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=184,"Canada Industrial Relations Board","XEROX CANADA",2A00109147,2010-04-29,"0472/0670 - Information Technology Consultants/Computer Equipment - Hardware and Software","2010-3-31 to 2015-3-31",,14532.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=1&yr=2010&cid=183,"Canada Industrial Relations Board","XEROX CANADA",2A00109144,2010-04-27,"0321/0533 - Printing Services/Rental of Photocopier","2010-3-19 to 2015-3-18",,12810.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=4&yr=2009&cid=177,"Canada Industrial Relations Board","CEV INC.",2A00109148,2010-03-22,"1225 - Telecommunication Equipments Parts",,2010-3-22,20854.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=4&yr=2009&cid=172,"Canada Industrial Relations Board","CLOSEREACH LTD.",2A00109132,2010-03-16,"0472 - Information Technology Consultants","2010-3-11 to 2010-4-30",,23500.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=4&yr=2009&cid=173,"Canada Industrial Relations Board","CDW CANADA INC.",2A00109162,2010-03-16,"0670/1227 - Computer Equipment - Hardware and Software / Computer Equipment - Small - Desktop/Personal/Portable/Keyboard",,2010-3-23,11622.00,
http://www.cirb-ccri.gc.ca/disclosure-divulgation/contracts-contrats_eng.asp?action=details&qt=4&yr=2009&cid=176,"Canada Industrial Relations Board","XEROX CANADA",2A00109119,2010-02-02,"0472/0670/1227/1228 - Information Technology Consultants / Computer Equipment - Hardware and Software / Computer Equipment - Small - Desktop/Personal/Portable/Keyboard / Software",,2010-2-17,23667.60,
