http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c1_e.asp,"Canadian International Trade Tribunal","The Dome Partners Inc.",P1200070,2011-05-23,"0491 Human Resource Consulting","2011-05-23 to 2011-12-31","2011-05-23 to 2011-12-31",23532.25,"This contract was sole-sourced.."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c2_e.asp,"Canadian International Trade Tribunal","COPEM Consulting Inc.",P1200060,2011-05-13,"0491 Human Resource Consulting","2011-05-16 to 2012-03-31","2011-05-16 to 2012-03-31",14012.00,"This contract was sole-sourced.."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c3_e.asp,"Canadian International Trade Tribunal","Knowledge Circle",P1200090,2011-05-11,"0447 Language Training Fees &amp; Costs","2011-08-01 to 2015-07-31","2011-08-01 to 2015-07-31",106556.00,"Awarded through Public Works and Government Services Canada. This contract was competitively sourced. This one year contract includes (3) additional (1) year period(s) option under the same condition. The contract value includes the 3 year options.."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c4_e.asp,"Canadian International Trade Tribunal","Janique Simard-Ouellette",P1200047,2011-05-10,"0491 Human Resource Consulting","2011-05-10 to 2011-07-31","2011-05-10 to 2011-07-31",20645.10,"This contract was sole sourced. This contract includes one or more amendments. ."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c5_e.asp,"Canadian International Trade Tribunal","AEP Communications",P1100391-01,2011-05-05,"4992 Professional Service Contracts","2011-05-05 to 2011-12-31","2011-05-05 to 2011-12-31",24012.50,"This contract was sole-sourced. This contract includes one or more amendments.."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c6_e.asp,"Canadian International Trade Tribunal","Kelly-Sears Consulting Group",P1200030,2011-04-20,"4992 Professional Service Contracts","2011-04-26 to 2011-07-31","2011-04-26 to 2011-07-31",24973.00,"This contract was sole-sourced. This contract includes one or more amendments.."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c7_e.asp,"Canadian International Trade Tribunal","Robert A. Archambault, c.r.",P1200031,2011-04-20,"4992 Professional Service Contracts","2011-04-20 to 2012-03-31","2011-04-20 to 2012-03-31",22600.00,"This contract was sole-sourced.."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c8_e.asp,"Canadian International Trade Tribunal","&Eacute;cole de langues de La Cit&eacute;",P1200017,2011-04-08,"0447 Language Training Fees &amp; Costs","2011-04-11 to 2012-03-31","2011-04-11 to 2012-03-31",16800.00,"This contract was competitively sourced. This contract includes one or more amendments.."
http://www.citt-tcce.gc.ca/proactive/contracts/2011-1_c9_e.asp,"Canadian International Trade Tribunal","SAS Institute (Canada) Inc.",P1200089,2011-04-01,"0670 Computer Equipment - Hardware and software","2011-04-01 to 2012-03-31","2011-04-01 to 2012-03-31",0.00,"This contract was competitively sourced. This contract is a call-up against a Public Works and Government Services Canada procurement tool.."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-4_c1_e.asp,"Canadian International Trade Tribunal","Softchoice Corporation Canada",P1100304,2011-04-01,"0670 Computer Equipment - Hardware and software","2011-04-01 to 2012-03-31","2011-04-01 to 2012-03-31",33747.18,"Awarded through Public Works and Government Services Canada."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-4_c2_e.asp,"Canadian International Trade Tribunal","&Eacute;cole de langues de La Cit&eacute;",P1100377,2011-03-11,"4992 Professional Service Contracts","2011-03-11 to 2011-07-22","2011-03-17 to 2011-07-22",18984.00,"This contract was competitively sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-4_c3_e.asp,"Canadian International Trade Tribunal","Red Sash Inc.",P1100376,2011-03-09,"1227 Computer equipment","2011-03-09 to 2011-03-09","2011-03-09 to 2011-03-09",12667.58,"This contract was competitively sourced.This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-4_c4_e.asp,"Canadian International Trade Tribunal","REDI Analysis Inc.",P1100337-P1200063,2011-02-14,"0472 Information Technology Consultants","2011-02-14 to 2011-03-31","2011-02-14 to 2011-03-31",16385.00,"This contract was sole-sourced. This contract includes one or more amendments."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-4_c5_e.asp,"Canadian International Trade Tribunal","CBCI Telecom Canada Inc.",P1100336,2011-02-09,"1229 Computer equipment parts","2011-02-09 to 2011-02-09","2011-02-09 to 2011-03-31",20642.14,"This contract was competitively sourced.This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-4_c6_e.asp,"Canadian International Trade Tribunal","ITEX Inc.",P1100317,2011-01-18,"1228 Computer Software","2011-01-18 to 2011-01-18","2011-01-18 to 2011-01-18",11728.95,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c1_e.asp,"Canadian International Trade Tribunal",Canon,P1100291,2010-12-29,"122A Image and video equipment - Capital assets","2010-12-29 to 2010-12-29","2010-12-29 to 2010-12-29",0.00,"This contract was competitively sourced.This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c2_e.asp,"Canadian International Trade Tribunal","Softchoice Corporation Canada",P1100275,2010-12-16,"1228 Computer Software","2010-12-16 to 2010-12-16","2010-12-16 to 2010-12-16",0.00,"This contract was competitively sourced.This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c3_e.asp,"Canadian International Trade Tribunal","ITEX Inc.",P110263,2010-12-02,"1226 Computer equipment","2010-12-02 to 2010-12-02","2010-12-02 to 2010-12-02",0.00,"This contract was competitively sourced.This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c4_e.asp,"Canadian International Trade Tribunal","Nisha Technologies Inc.",P1100259,2010-11-30,"1227 Computer equipment","2010-11-30 to 2010-11-30","2010-11-30 to 2010-11-30",0.00,"This contract was competitively sourced.This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c5_e.asp,"Canadian International Trade Tribunal","Maplesoft Group",P1100219,2010-10-26,"0472 Information Technology Consultant","2010-10-26 to 2011-01-31","2010-10-26 to 2011-01-31",11300.00,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c6_e.asp,"Canadian International Trade Tribunal","MultiCorpora R&amp;D Inc.",P1100211,2010-10-21,"1228 Computer Software","2010-10-21 to 2010-10-21","2010-10-21 to 2010-10-21",0.00,"This contract was competitively sourced. This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c7_e.asp,"Canadian International Trade Tribunal","Centre de Langues Internationales Charpentier",P1100197,2010-10-15,"0447 Language Training Fees &amp; Costs","2010-10-15 to 2011-03-09","2010-10-15 to 2011-03-09",12640.18,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c8_e.asp,"Canadian International Trade Tribunal","Caron Professional &amp; Linguistic Training Ltd",P1100194,2010-10-08,"0447 Language Training Fees &amp; Costs","2010-10-18 to 2010-12-17","2010-10-18 to 2010-12-17",19371.41,"This contract was competitively sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-3_c9_e.asp,"Canadian International Trade Tribunal","&Eacute;cole de Langues Nouvel Espoir",P1100195,2010-10-08,"0447 Language Training Fees &amp; Costs","2010-10-12 to 2011-03-31","2010-10-12 to 2011-03-31",38001.90,"This contract was competitively sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-2_c1_e.asp,"Canadian International Trade Tribunal","Micheline Lesage",P1100146,2010-08-17,"4992 Professional Service Contracts","2010-08-17 to 2011-01-31","2010-08-17 to 2011-01-31",16950.00,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-2_c2_e.asp,"Canadian International Trade Tribunal","Acad&eacute;mie de formation linguistique",P1100143,2010-08-11,"0447 Language Training Fees &amp; Costs","2010-08-11 to 2011-02-15","2010-08-11 to 2011-02-15",48477.00,"This contract was competitively sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-2_c3_e.asp,"Canadian International Trade Tribunal","Koch Richard",P1100144,2010-08-06,"0494 Translation services","2010-08-06 to 2015-08-06","2010-08-06 to 2015-08-06",738059.50,"This contract was competitively sourced. This is a one year contract with (4) additional (1) year period(s) option  under the same conditions. The contract value includes the  option.."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-2_c4_e.asp,"Canadian International Trade Tribunal","Michel Granger",P1100130,2010-07-30,"4992 Professional Service Contracts","2010-07-30 to 2010-08-13","2010-07-30 to 2010-08-13",11300.00,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-2_c5_e.asp,"Canadian International Trade Tribunal","Bell Aliant",P1100131,2010-07-30,"122d Computer equipment","2010-07-30 to 2010-07-30","2010-07-30 to 2010-07-30",15670.84,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-2_c6_e.asp,"Canadian International Trade Tribunal","ITEX Enterprise Solutions",P1100124,2010-07-08,"1229 Computer equipment parts","2010-07-08 to 2010-10-30","2010-07-08 to 2010-10-30",10912.41,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c1_e.asp,"Canadian International Trade Tribunal","COPEM Consulting",P1100118,2010-06-30,"0499 Professional services contracts not elsewhere specified","2010-06-30 to 2011-03-31","2010-06-30 to 2011-03-31",0.00,"This contract was competitively sourced. This contract is a call-up against a Public Works and Government  Services Canada procurement tool. ."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c2_e.asp,"Canadian International Trade Tribunal","McKeany-Flavell Co. Inc.",P1100115,2010-06-29,"0499 Professional services contracts not elsewhere specified","2010-06-29 to 2010-09-10","2010-06-29 to 2010-09-10",24900.00,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c3_e.asp,"Canadian International Trade Tribunal","Robert A. Archambault, c.r.",P1100121,2010-06-29,"0499 Professional services contracts not elsewhere specified","2010-06-29 to 2011-03-31","2010-06-29 to 2011-03-31",24860.00,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c4_e.asp,"Canadian International Trade Tribunal","Kelly-Sears Consulting Group",P1100098,2010-06-22,"0499 Professional services contracts not elsewhere specified","2010-06-22 to 2010-08-13","2010-06-22 to 2010-08-13",61585.00,"This contract was sole-sourced."
