http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8420&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place1,"Service Canada","POSTAGE BY PHONE",1404-08-0095,2008-12-10,"0212 POSTAGE &amp; PARCEL POST","2008-12-10 to 2008-12-10",N/A,62715.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8421&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place2,"Service Canada","XEROX CANADA LTD.",1452-08-0033,2008-11-18,"0533 RENTAL OF MACH, FURN &amp; FIX &amp; OTHER EQUIP","2008-11-30 to 2013-11-30",2013-11-30,306936.02,"Call-ups against a standing offer"
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8422&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place3,"Service Canada","ERGOWORKS ATLANTIC",1452-08-0045,2008-12-15,"1231 OFFICE FURNITURE &amp; PARTS","2008-12-09 to 2009-03-31",2009-03-31,18936.90,"Call-ups against a standing offer"
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8423&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place4,"Service Canada","DATACARD CANADA INC",1731-08-0028,2008-10-31,"1179 MISC MANUFACTURED ARTICLES","2008-10-15 to 2008-12-19",2008-12-19,43999.16,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8424&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place5,"Service Canada","TEKNION FURNITURE SYSTEMS",1739-08-0014,2008-12-17,"1231 OFFICE FURNITURE &amp; PARTS","2008-12-15 to 2009-01-23",2009-01-23,23085.87,"Call-ups against a standing offer"
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8425&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place6,"Service Canada","PERRY OFFICE INTERIORS MIDTOWN PLAZA",1912-08-0009,2008-10-20,"1249 OTHER EQUIPMENT &amp; PARTS","2008-10-20 to 2008-12-10",2008-12-10,20077.40,"Call-ups against a standing offer"
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8426&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place7,"Service Canada","PERRY OFFICE INTERIORS MIDTOWN PLAZA",1912-08-0014,2008-11-12,"0630 REPAIR OF OFFICE BLDGS","2008-11-12 to 2008-12-31",N/A,10710.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8427&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place8,"Service Canada","POSTAGE BY PHONE",1958-08-0049,2008-11-06,"0212 POSTAGE &amp; PARCEL POST","2008-11-06 to 2008-11-06",N/A,27120.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8428&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place9,"Service Canada","POSTAGE BY PHONE",2528-08-0115,2008-10-14,"0212 POSTAGE &amp; PARCEL POST","2008-10-14 to 2008-10-14",N/A,10500.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8429&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place10,"Service Canada","CANON CANADA INC",2528-08-0116,2008-10-24,"0533 RENTAL OF MACH, FURN &amp; FIX &amp; OTHER EQUIP","2008-11-03 to 2013-11-02",N/A,15813.00,"Call-ups against a standing offer"
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8430&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place11,"Service Canada","POSTAGE BY PHONE",2528-08-0117,2008-10-21,"0212 POSTAGE &amp; PARCEL POST","2008-10-21 to 2009-03-31",N/A,10500.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8431&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place12,"Service Canada","NEOPOST CANADA LTD.- DPOC",2528-08-0119,2008-11-03,"0212 POSTAGE &amp; PARCEL POST","2008-11-03 to 2008-11-03",N/A,15750.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8432&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place13,"Service Canada","POSTAGE BY PHONE",2528-08-0122,2008-11-19,"0212 POSTAGE &amp; PARCEL POST","2008-11-18 to 2009-01-30",N/A,21000.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8433&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place14,"Service Canada","POSTAGE BY PHONE",2528-08-0133,2008-12-23,"0212 POSTAGE &amp; PARCEL POST","2008-12-23 to 2010-03-31",N/A,26250.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8434&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place15,"Service Canada","KERNAGHAN KENNETH PROFESSOR DEPARTMENT OF POLITICAL SCIENCE AND MANAGEMENT",3014-08-0008,2008-10-23,"0491 MANAGEMENT CONSULTING","2008-10-27 to 2009-03-31",N/A,24255.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8435&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place16,"Service Canada","FORMATION PAUL FERGUS ET ASSOCIES ASSOCI&eacute;S LT&eacute;E",3133-08-0004,2008-10-16,"0499 OTHER PROFESSIONAL SERVICE NOT SPECIFIED","2008-10-09 to 2008-10-21",N/A,14490.00,N/A
http://disclosure.servicecanada.gc.ca/dtlcdn-eng.jsp?section=2&id=8436&employeepositionid=null&site=3&startdate=2008-10-01&enddate=2008-12-31&preview=null&quarterid=11#place17,"Service Canada","TOSHIBA OF CANADA LIMITED",3191-08-0005,2008-10-02,"0533 RENTAL OF MACH, FURN &amp; FIX &amp; OTHER EQUIP","2008-04-15 to 2008-04-15",N/A,108295.11,N/A
