http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-001.asp,"Citizenship and Immigration Canada",76DESIGN,7067687,2008-07-07,"472 Information technology consultants","2008-07-07 to 2008-09-05",,29400.00,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-002.asp,"Citizenship and Immigration Canada","ACME Future Security Controls",7068465,2008-09-10,"1245 Safety and sanitation equipment and parts","2008-09-10 to 2008-09-27",,33337.50,"Call up against Standing Offer"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-003.asp,"Citizenship and Immigration Canada","ADVANCED BUSINESS INTERIORS",7068045,2008-08-06,"1231 Office furniture and furnishings, including parts","2008-08-06 to 2008-08-06",,15778.56,"Call up against Standing Offer"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-004.asp,"Citizenship and Immigration Canada","ADVANCED BUSINESS INTERIORS INC.",7068690,2008-09-30,"1231 Office furniture and furnishings, including parts","2008-09-30 to 2008-09-30",,78133.96,"Call up against Standing Offer"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-005.asp,"Citizenship and Immigration Canada","AFFINITY PRODUCTIONS",8805080230,2008-08-14,"351 Communications professional services not elsewhere","2008-08-14 to 2009-03-31",,32898.39,"Awarded by PWGSC"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-006.asp,"Citizenship and Immigration Canada","ALTIS SPR",7068534,2008-09-18,"491 Management consulting","2008-09-18 to 2008-11-28",,43312.50,"Task Authorization"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-007.asp,"Citizenship and Immigration Canada","ALTIS SPR",7067456,2008-07-03,"813 Temporary help services","2008-07-03 to 2008-12-31",,51747.50,"Call up against Standing Offer"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-008.asp,"Citizenship and Immigration Canada","APS-ANTIAN PROFESSIONAL SERVICES LTD",7067518,2008-07-02,"491 Management consulting","2008-07-02 to 2008-11-28",,52290.00,"Supply Arrangement"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-009.asp,"Citizenship and Immigration Canada","AUTONOMY CANADA",7067912,2008-08-05,"447 Tuition fees and costs of attending courses including seminars not elsewhere specified","2008-08-05 to 2008-08-08",,12390.00,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-010.asp,"Citizenship and Immigration Canada",AVERO,3911070170,2008-07-01,"460 Protection services","2008-07-01 to 2009-06-30",,44108.61,"Awarded by PWGSC"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-011.asp,"Citizenship and Immigration Canada","BARBARA PERSONNEL INC.",7068527,2008-09-17,"813 Temporary help services","2008-09-17 to 2009-01-31",,14376.60,"Call up against Standing Offer"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-012.asp,"Citizenship and Immigration Canada","BELL ALIANT",7067211,2008-07-24,"670 Computer equipment &ndash; hardware and software","2008-07-24 to 2009-07-23",,15865.20,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-013.asp,"Citizenship and Immigration Canada","BMCI CONSULTING INC.",7068067,2008-08-07,"491 Management consulting","2008-08-07 to 2008-09-23",,18900.00,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-014.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",7067650,2008-07-03,"472 Information technology consultants","2008-07-03 to 2008-12-04",,101010.00,"Task Authorization"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-015.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",7067869,2008-07-28,"472 Information technology consultants","2008-07-28 to 2008-12-04",,65047.50,"Task Authorization"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-016.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",7068053,2008-09-15,"472 Information technology consultants","2008-09-15 to 2008-12-04",,28376.25,"Task Authorization"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-017.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",7068118,2008-08-14,"472 Information technology consultants","2008-08-14 to 2008-12-04",,54600.00,"Task Authorization"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-018.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",7068125,2008-08-14,"472 Information technology consultants","2008-08-14 to 2008-12-04",,54600.00,"Task Authorization"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-019.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",7068275,2008-08-27,"472 Information technology consultants","2008-08-27 to 2008-12-04",,14490.00,"Task Authorization"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-020.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",8239080302,2008-09-16,"472 Information technology consultants","2008-09-16 to 2009-08-15",,150040.80,"Supply Arrangement"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-021.asp,"Citizenship and Immigration Canada","BRAINHUNTER (OTTAWA) INC.",8411080243,2008-08-18,"472 Information technology consultants","2008-08-18 to 2010-03-31",,286800.00,"Supply Arrangement"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-022.asp,"Citizenship and Immigration Canada","BROOKFIELD PROPERTIES MGMT",7068202,2008-08-19,"630 Buildings owner","2008-08-19 to 2009-03-31",,23747.90,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-023.asp,"Citizenship and Immigration Canada","BROOKFIELD PROPERTIES MGMT",7068515,2008-09-16,"630 Buildings owner","2008-09-16 to 2009-03-31",,24270.75,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-024.asp,"Citizenship and Immigration Canada","BROOKFIELD PROPERTIES MGMT",7068574,2008-09-23,"630 Buildings owner","2008-09-19 to 2008-09-19",,24270.75,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-025.asp,"Citizenship and Immigration Canada","BROOKFIELD PROPERTIES MGMT",7068596,2008-09-23,"630 Buildings owner","2008-09-23 to 2008-09-23",,19078.50,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-026.asp,"Citizenship and Immigration Canada","BROOKFIELD PROPERTIES MGMT",7067640,2008-07-02,"630 Buildings owner","2008-07-01 to 2008-07-01",,53340.00,"Standard Purchase Order"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-027.asp,"Citizenship and Immigration Canada","C.B.Z.INC. PROJECT MANAGEMENT",7067733,2008-07-09,"491 Management consulting","2008-07-09 to 2008-07-09",,24633.00,"Call up against Standing Offer"
http://www.cic.gc.ca/english/disclosure/contracts/2008-Q3/c-028.asp,"Citizenship and Immigration Canada","C.B.Z.INC. PROJECT MANAGEMENT",7068286,2008-08-26,"491 Management consulting","2008-08-26 to 2008-09-08",,24633.00,"Call up against Standing Offer"
