http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988889362&lang=eng,"Agriculture and Agri-Food Canada","EDS CANADA INC.",3000353844,2008-07-29,"472 Information Technology Consultants","2008-08-11 to 2008-09-15",2008-09-15,88777.50,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988895283&lang=eng,"Agriculture and Agri-Food Canada","DIVERSIFIED BUSINESS",1900096584,2008-08-25,"514 Rental of Other Buildings","2008-08-30 to 2009-04-30",2009-04-30,63404.70,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988899669&lang=eng,"Agriculture and Agri-Food Canada","SASK POWER",1900097016,2008-08-26,"619 Electric Power Installations","2008-04-14 to 2008-07-31",2008-07-31,62899.03,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988902862&lang=eng,"Agriculture and Agri-Food Canada","AMERICAN SOCIETY OF AGRONOMY",1900097165,2008-08-27,"1143 Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms","2008-08-27 to 2009-12-31",2009-12-31,22936.14,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988906570&lang=eng,"Agriculture and Agri-Food Canada","AMERICAN PHYTOPATHOLOGICAL SOCIETY",1900097206,2008-08-27,"1143 Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms","2008-08-27 to 2009-12-31",2009-12-31,21610.62,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988910523&lang=eng,"Agriculture and Agri-Food Canada","FASKEN MARTINEAU DUMOUTING LLP",1900097619,2008-08-28,"410 Legal Services","2008-04-01 to 2008-07-28",2008-07-28,11418.62,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988914642&lang=eng,"Agriculture and Agri-Food Canada","CMP JAPAN COMPANY LTD.",1900100554,2008-09-10,"512 Rental of Industrial and Commercial Buildings","2008-09-02 to 2008-10-17",2008-10-17,13232.31,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988917407&lang=eng,"Agriculture and Agri-Food Canada","ARI FINANCIAL SERVICES INC.",1900101812,2008-09-12,"682 Road Motor Vehicles - Non-military","2008-07-01 to 2008-08-27",2008-08-27,15578.62,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988920507&lang=eng,"Agriculture and Agri-Food Canada","EXPOCONSULT B.V. TRADING AS",1900103653,2008-09-18,"512 Rental of Industrial and Commercial Buildings","2008-09-11 to 2008-09-18",2008-09-18,12070.01,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988924357&lang=eng,"Agriculture and Agri-Food Canada","ARI FINANCIAL SERVICES INC.",1900105113,2008-09-23,"1122 Gasoline","2008-07-01 to 2008-08-27",2008-08-27,11830.12,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988928594&lang=eng,"Agriculture and Agri-Food Canada","ARI FINANCIAL SERVICES INC.",1900105160,2008-09-23,"1124 Diesel Fuel","2008-07-01 to 2008-08-23",2008-08-23,11788.31,
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1232988931296&lang=eng,"Agriculture and Agri-Food Canada","AGRICULTURAL INSTITUTE OF CANADA",1900106162,2008-09-26,"1143 Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms","2008-09-26 to 2009-12-31",2009-12-31,19854.87,
