http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/90CEB5992D034FA78525754E0057B2A1?OpenDocument&L=E&,"Public Health Agency of Canada","TOMMY&#39;S WELDING LTD.",4500200121,2008-12-30,"0655 Processing machinery","2008-12-30 to 2009-03-31",-,16275.00,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/C7F8E75E9A9AFA838525754E0057B29E?OpenDocument&L=E&,"Public Health Agency of Canada",BIOLYNX,6D06381262,2008-12-30,"1171 Medical supplies, etc.","2008-12-30 to 2009-03-31",-,10160.64,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/F92A607CB05A3FE88525754E0057B29A?OpenDocument&L=E&,"Public Health Agency of Canada","ALTIS SPR",1100922274,2008-12-30,"0813 Temporary help services","2008-12-30 to 2009-04-30",-,86070.60,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/27143C71432AE4058525754E0057B2A9?OpenDocument&L=E&,"Public Health Agency of Canada","PROSEBUSTERS COMMUNICATIONS",4500196298,2008-12-29,"0491 Management consulting","2008-12-29 to 2009-03-31",-,11518.50,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/40F64DC74E43BD048525754E0057B2A8?OpenDocument&L=E&,"Public Health Agency of Canada","CHRYSALIS SCIENTIFIC TECHNOLOGIES I",6D06380324,2008-12-29,"1243 Measuring, controlling, laboratory, medical and optical equipment and parts","2008-12-29 to 2009-03-31",-,228704.84,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/721A0FE4B2181A5B8525754E0057B2AE?OpenDocument&L=E&,"Public Health Agency of Canada","VIRGO PLANNING AND EVALUATION",4500199751,2008-12-29,"0499 Other professional services not otherwise specified","2008-12-29 to 2009-03-31",-,24970.00,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/CD0C221783B8A37D8525754E0057B2B1?OpenDocument&L=E&,"Public Health Agency of Canada","ZETETIC ASSOCIATES",4500197889,2008-12-29,"0491 Management consulting","2008-12-29 to 2009-03-31",-,34970.00,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/CFD5B356DCDD885D8525754E0057B2A4?OpenDocument&L=E&,"Public Health Agency of Canada","C.L.A PERSONNEL",1100921885,2008-12-29,"0813 Temporary help services","2008-12-29 to 2009-03-31",-,34554.32,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/BA027A532CCAA3028525754E0057B2B2?OpenDocument&L=E&,"Public Health Agency of Canada","BC INJURY RESEARCH &amp; PREVENTION",4500196764,2008-12-26,"0491 Management consulting","2008-12-26 to 2009-02-27",-,17325.00,
http://www.contracts-contrats.phac-aspc.gc.ca/phac/pd/pd_contracts.nsf/WEBbycontract/426FD89BBA3DD1C58525754E0057B2BA?OpenDocument&L=E&,"Public Health Agency of Canada","ARTOPEX PLUS INC.",4500199973,2008-12-24,"1231 Office furniture and furnishings, including parts","2008-12-24 to 2009-03-31",-,10479.72,
