http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-02-01_1-eng.shtml,"Correctional Service of Canada","GENERAL MOTORS OF CANADA LTD.",1306156,2008-02-01,"1261 Road Motor Vehicles",,2008-11-27,26624.85,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-02-21_2-eng.shtml,"Correctional Service of Canada","R NICHOLLS DISTRIBUTORS INC",1116393,2008-02-21,"1271 Weapons (Including Parts)",,2009-03-31,634455.11,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-03-28_3-eng.shtml,"Correctional Service of Canada","EMPOWERED NETWORKS",1244713,2008-03-28,"0670 Computer Equipment - Hardware and Software","2008-03-31 to 2011-03-30",,70687.43,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-05-15_4-eng.shtml,"Correctional Service of Canada","CLOTURE MONTREAL INC",1232603,2008-05-15,"0639 Institutional Buildings","2008-06-16 to 2008-10-15",,41292.30,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-05-22_5-eng.shtml,"Correctional Service of Canada","DISCOVERY CENTRE",1300585,2008-05-22,"0819 Non-professional Personal Service Contracts not Elsewhere Specified","2008-06-02 to 2009-03-31",,18034.80,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-06-30_6-eng.shtml,"Correctional Service of Canada","AZUR RESSOURCES HUMAINES LTEE",1297614,2008-06-30,"0813 Temporary Help Services","2008-06-30 to 2008-11-28",,22483.13,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-04_7-eng.shtml,"Correctional Service of Canada","CLOTURE MONTREAL INC",1252804,2008-07-04,"0639 Institutional Buildings","2008-07-04 to 2008-11-21",,97989.15,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-07_8-eng.shtml,"Correctional Service of Canada","D MARKS UNIFORMS LTD",1136251,2008-07-07,"1151 Uniforms",,2010-07-06,68250.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-09_9-eng.shtml,"Correctional Service of Canada","CONRAD DENTAL SERVICES",1296609,2008-07-09,"0455 Dental Services","2008-10-20 to 2009-10-19",,120458.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-16_10-eng.shtml,"Correctional Service of Canada","HOMAG CANADA INC",1221108,2008-07-16,"1219 Other Machinery and Parts",,2008-12-31,200970.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-23_11-eng.shtml,"Correctional Service of Canada","EMT SERVICES INC",1294420,2008-07-23,"0446 Training Consultants","2008-10-16 to 2009-10-31",,32710.11,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-29_12-eng.shtml,"Correctional Service of Canada","DR SANJAY SIDDHARTHA PROFESSIONAL CORPORATION",1299397,2008-07-29,"0453 Physicians and Surgeons","2008-10-01 to 2009-03-31",,114130.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-30_13-eng.shtml,"Correctional Service of Canada","FORD MOTOR COMPANY OF CANADA LIMITED",1228414,2008-07-30,"1261 Road Motor Vehicles",,2008-09-25,17650.50,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-07-31_14-eng.shtml,"Correctional Service of Canada","DR ROMEO VITELLI DR GIORGIO ILACQUA",1071421,2008-07-31,"0453 Physicians and Surgeons","2008-08-01 to 2011-07-31",,380693.25,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-08-01_15-eng.shtml,"Correctional Service of Canada","HOLT JULIA DR",1261372,2008-08-01,"0453 Physicians and Surgeons","2008-08-01 to 2009-03-31",,21379.60,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-08-14_16-eng.shtml,"Correctional Service of Canada","AIDS COALITION OF NOVA SCOTIA",1267528,2008-08-14,"0499 Other Professional Services not Elsewhere Specified","2008-09-01 to 2009-03-31",,14418.80,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-08-14_17-eng.shtml,"Correctional Service of Canada","JOHN HOWARD SOCIETY OF NOVA SCOTIA",1269291,2008-08-14,"0499 Other Professional Services not Elsewhere Specified","2008-09-18 to 2009-03-31",,24855.48,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-08-19_18-eng.shtml,"Correctional Service of Canada","DUNPHY SHARON",1269252,2008-08-19,"0499 Other Professional Services not Elsewhere Specified","2008-09-01 to 2009-03-31",,24905.20,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-08-21_19-eng.shtml,"Correctional Service of Canada","BPR TRIAX",1277872,2008-08-21,"0422 Engineering Consultants - Construction","2008-08-25 to 2010-08-26",,40000.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-08-21_20-eng.shtml,"Correctional Service of Canada","CARON BEAUDOIN ET ASSOCI&Eacute;S INC",1269491,2008-08-21,"0422 Engineering Consultants - Construction","2008-09-08 to 2010-09-09",,40000.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-08-24_21-eng.shtml,"Correctional Service of Canada","ANDERSON DANA",1166199,2008-08-24,"0453 Physicians and Surgeons","2008-10-30 to 2011-08-31",,182490.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-09-01_22-eng.shtml,"Correctional Service of Canada","LE GROUPE S M INTERNATIONAL INC",1257588,2008-09-01,"0422 Engineering Consultants - Construction","2008-09-15 to 2010-09-16",,40000.00,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-09-01_23-eng.shtml,"Correctional Service of Canada","SOCIETE GAMMA INC",1300109,2008-09-01,"0494 Translation Services","2008-09-01 to 2008-09-30",,60446.28,"Omitted from a previous report"
http://www.csc-scc.gc.ca/text/contracts/2008_2009/3rdQuarter/2008-09-01_24-eng.shtml,"Correctional Service of Canada","IBM CANADA LTD",895930-1,2008-09-01,"0472 Information Technology Consultants","2008-09-01 to 2009-08-31",,227808.00,"Omitted from a previous report"
